SAMPLE_INDEX,FUNCTION_NAME,FUNCTION_INDEX,PEAQ_OBJECTIVE_DIFFERENCE,COMPRESSION_RATIO
1033,Lame MP3 Compression V7,6,0.614,0.059575921932053556
1033,Lame MP3 Compression V8,7,0.55875,0.0585509598342978
1033,Lame MP3 Compression V9,8,0.7395,0.04303239307296449
1034,Lame MP3 Compression V1,0,0.039,0.1396510858192223
1034,Lame MP3 Compression V2,1,0.0935,0.12273921120625227
1034,Lame MP3 Compression V3,2,0.178,0.115308235997523
1034,Lame MP3 Compression V4,3,0.28,0.10454613397108753
1034,Lame MP3 Compression V5,4,0.46275,0.089684183553629
1034,Lame MP3 Compression V6,5,0.69875,0.07930644231385194
1034,Lame MP3 Compression V7,6,0.71425,0.06976148277850142
1034,Lame MP3 Compression V8,7,0.93525,0.061753966389784545
1034,Lame MP3 Compression V9,8,0.955,0.05205953321517798
1035,Lame MP3 Compression V1,0,0.04,0.13990732634366124
1035,Lame MP3 Compression V2,1,0.0505,0.11735816019303452
1035,Lame MP3 Compression V3,2,0.10725,0.10403365292220965
1035,Lame MP3 Compression V4,3,0.24075,0.09096538617582371
1035,Lame MP3 Compression V5,4,0.5525,0.07072238474514744
1035,Lame MP3 Compression V6,5,0.64375,0.06111336507868719
1035,Lame MP3 Compression V7,6,0.58025,0.05650103563878627
1035,Lame MP3 Compression V8,7,0.538,0.056885396425444684
1035,Lame MP3 Compression V9,8,0,0.043726377826653284
1036,Lame MP3 Compression V1,0,0.05075,0.14847125968202202
1036,Lame MP3 Compression V2,1,0.143,0.1279249898083979
1036,Lame MP3 Compression V3,2,0.1925,0.11838565022421525
1036,Lame MP3 Compression V4,3,0.395,0.10591112922951489
1036,Lame MP3 Compression V5,4,0.51675,0.08830004076640847
1036,Lame MP3 Compression V6,5,0.7565,0.07301263758662861
1036,Lame MP3 Compression V7,6,0.715,0.06640847941296371
1036,Lame MP3 Compression V8,7,0.7185,0.06090501426824297
1036,Lame MP3 Compression V9,8,0.90225,0.046779453730126375
1037,Lame MP3 Compression V1,0,0.03225,0.1386873216469629
1037,Lame MP3 Compression V2,1,0.06275,0.11667346106807991
1037,Lame MP3 Compression V3,2,0.12325,0.09930697105584999
1037,Lame MP3 Compression V4,3,0.2165,0.08304117407256421
1037,Lame MP3 Compression V5,4,0.408,0.0666530778638402
1037,Lame MP3 Compression V6,5,0.56375,0.05613534447615165
1037,Lame MP3 Compression V7,6,0,0.050264981655116184
1037,Lame MP3 Compression V8,7,0,0.04525071341214839
1037,Lame MP3 Compression V9,8,0,0.03498267427639625
1038,Lame MP3 Compression V1,0,0.05325,0.14773746432939258
1038,Lame MP3 Compression V2,1,0.0595,0.12694659600489197
1038,Lame MP3 Compression V3,2,0.1065,0.11593966571545047
1038,Lame MP3 Compression V4,3,0.2165,0.09832857725234406
1038,Lame MP3 Compression V5,4,0.49675,0.07851610273134937
1038,Lame MP3 Compression V6,5,0.7045,0.06640847941296371
1038,Lame MP3 Compression V7,6,0.61025,0.05760293518141052
1038,Lame MP3 Compression V8,7,0.54975,0.05796983285772524
1038,Lame MP3 Compression V9,8,0,0.0425346514472075
1039,Lame MP3 Compression V1,0,0.035,0.14861950417458522
1039,Lame MP3 Compression V2,1,0.035,0.12581409749951955
1039,Lame MP3 Compression V3,2,0.05475,0.10992718498430527
1039,Lame MP3 Compression V4,3,0.1615,0.0931434306335547
1039,Lame MP3 Compression V5,4,0.40475,0.07149110631846427
1039,Lame MP3 Compression V6,5,0.6235,0.060472763767589845
1039,Lame MP3 Compression V7,6,0.57675,0.05381051013217741
1039,Lame MP3 Compression V8,7,0.55225,0.051248104887788005
1039,Lame MP3 Compression V9,8,0,0.03928487540304499
1040,Lame MP3 Compression V1,0,0.02075,0.13708868057483292
1040,Lame MP3 Compression V2,1,0.0405,0.11223334970425573
1040,Lame MP3 Compression V3,2,0.0695,0.09275906984689629
1040,Lame MP3 Compression V4,3,0.14225,0.07443787234951207
1040,Lame MP3 Compression V5,4,0,0.05047938331447118
1040,Lame MP3 Compression V6,5,0,0.04714825649676496
1040,Lame MP3 Compression V7,6,0,0.04842945911895966
1040,Lame MP3 Compression V8,7,0,0.03305502765262326
1040,Lame MP3 Compression V9,8,0,0.02096367790566078
1041,Lame MP3 Compression V1,0,0.04175,0.13555123742819927
1041,Lame MP3 Compression V2,1,0.04925,0.11377079285088937
1041,Lame MP3 Compression V3,2,0.16575,0.09916508295786979
1041,Lame MP3 Compression V4,3,0.40375,0.08379065149153339
1041,Lame MP3 Compression V5,4,0.5135,0.06982554290961115
1041,Lame MP3 Compression V6,5,0.57125,0.06136960560312613
1041,Lame MP3 Compression V7,6,0.56025,0.05650103563878627
1041,Lame MP3 Compression V8,7,0.55825,0.05316990882108005
1041,Lame MP3 Compression V9,8,0.684,0.0416444235655869
1042,Lame MP3 Compression V1,0,0.04725,0.145288377356879
1042,Lame MP3 Compression V2,1,0.135,0.12402041382844697
1042,Lame MP3 Compression V3,2,0.16925,0.11377079285088937
1042,Lame MP3 Compression V4,3,0.33725,0.10159936794003972
1042,Lame MP3 Compression V5,4,0.5175,0.08250944886933868
1042,Lame MP3 Compression V6,5,0.7345,0.06867246054963592
1042,Lame MP3 Compression V7,6,0.7065,0.0613055454720164
1042,Lame MP3 Compression V8,7,0.68175,0.058038478785419914
1042,Lame MP3 Compression V9,8,0.8485,0.04386517477739105
1043,Lame MP3 Compression V1,0,0.09625,0.14260089686098654
1043,Lame MP3 Compression V2,1,0.111,0.12205462698736241
1043,Lame MP3 Compression V3,2,0.18875,0.11080309824704443
1043,Lame MP3 Compression V4,3,0.388,0.09820627802690583
1043,Lame MP3 Compression V5,4,0.53525,0.08035059111292295
1043,Lame MP3 Compression V6,5,0.73075,0.06701997554015492
1043,Lame MP3 Compression V7,6,0.705,0.060354667753770894
1043,Lame MP3 Compression V8,7,0.66575,0.059192825112107626
1043,Lame MP3 Compression V9,8,0.855,0.045846922136159804
1044,Lame MP3 Compression V1,0,0.055,0.14682582050351264
1044,Lame MP3 Compression V2,1,0.0865,0.12607033802395848
1044,Lame MP3 Compression V3,2,0.11375,0.11402703337532831
1044,Lame MP3 Compression V4,3,0.23125,0.09954944374452819
1044,Lame MP3 Compression V5,4,0.53175,0.0777689991672183
1044,Lame MP3 Compression V6,5,0.87475,0.0649569729452713
1044,Lame MP3 Compression V7,6,0.743,0.06245862783199163
1044,Lame MP3 Compression V8,7,0.71775,0.059575921932053556
1044,Lame MP3 Compression V9,8,0.872,0.0453919412355064
1045,Lame MP3 Compression V1,0,0.03125,0.14602527517325722
1045,Lame MP3 Compression V2,1,0.05875,0.12694659600489197
1045,Lame MP3 Compression V3,2,0.11425,0.11593966571545047
1045,Lame MP3 Compression V4,3,0.23475,0.10236445169180595
1045,Lame MP3 Compression V5,4,0.56125,0.08010599266204647
1045,Lame MP3 Compression V6,5,0.886,0.06432939258051365
1045,Lame MP3 Compression V7,6,0.77625,0.058703628210354665
1045,Lame MP3 Compression V8,7,0.7325,0.058948226661231146
1045,Lame MP3 Compression V9,8,0,0.04412454137790461
1046,Lame MP3 Compression V1,0,0.037,0.14375093421024535
1046,Lame MP3 Compression V2,1,0.12375,0.12171424910849651
1046,Lame MP3 Compression V3,2,0.1905,0.10787726078879374
1046,Lame MP3 Compression V4,3,0.39475,0.09096538617582371
1046,Lame MP3 Compression V5,4,0.52925,0.07354103051397579
1046,Lame MP3 Compression V6,5,0,0.06341952979863766
1046,Lame MP3 Compression V7,6,0.59,0.05899938075206594
1046,Lame MP3 Compression V8,7,0.5795,0.054451111443274754
1046,Lame MP3 Compression V9,8,0.76025,0.04233840831927569
1047,Lame MP3 Compression V1,0,0.032,0.14675907052588666
1047,Lame MP3 Compression V2,1,0.06275,0.12450061149612719
1047,Lame MP3 Compression V3,2,0.0785,0.10933550754178557
1047,Lame MP3 Compression V4,3,0.24425,0.09417040358744394
1047,Lame MP3 Compression V5,4,0.40625,0.07717081125152873
1047,Lame MP3 Compression V6,5,0.5255,0.06775377089278435
1047,Lame MP3 Compression V7,6,0.541,0.060354667753770894
1047,Lame MP3 Compression V8,7,0.52075,0.057113738279657565
1047,Lame MP3 Compression V9,8,0,0.04703933958418263
1048,Lame MP3 Compression V1,0,0.04725,0.12965770536610366
1048,Lame MP3 Compression V2,1,0.06875,0.10685229869103799
1048,Lame MP3 Compression V3,2,0.144,0.09147786722470158
1048,Lame MP3 Compression V4,3,0.30575,0.07546283444726784
1048,Lame MP3 Compression V5,4,0.5955,0.058294719309858856
1048,Lame MP3 Compression V6,5,0.6805,0.05086374410112959
1048,Lame MP3 Compression V7,6,0.71075,0.04919818069227648
1048,Lame MP3 Compression V8,7,0.68025,0.03997352181247464
1048,Lame MP3 Compression V9,8,0,0.029846682752877367
1049,Lame MP3 Compression V1,0,0.01275,0.15311863024867509
1049,Lame MP3 Compression V2,1,0.03475,0.12914798206278028
1049,Lame MP3 Compression V3,2,0.05475,0.11080309824704443
1049,Lame MP3 Compression V4,3,0.10475,0.09270281288218508
1049,Lame MP3 Compression V5,4,0.29925,0.07019975540154913
1049,Lame MP3 Compression V6,5,0.56475,0.05527924989808398
1049,Lame MP3 Compression V7,6,0.51625,0.04934773746432939
1049,Lame MP3 Compression V8,7,0.51025,0.04635140644109254
1049,Lame MP3 Compression V9,8,0,0.03153791275988586
1050,Lame MP3 Compression V1,0,0.0395,0.13819812474520995
1050,Lame MP3 Compression V2,1,0.14475,0.11667346106807991
1050,Lame MP3 Compression V3,2,0.198,0.1068895230330208
1050,Lame MP3 Compression V4,3,0.4575,0.08976763147166734
1050,Lame MP3 Compression V5,4,0.52925,0.07240114145943742
1050,Lame MP3 Compression V6,5,0.68275,0.06188340807174888
1050,Lame MP3 Compression V7,6,0.60825,0.054851202609050145
1050,Lame MP3 Compression V8,7,0.5805,0.05222176926212801
1050,Lame MP3 Compression V9,8,0,0.04160721565430086
1051,Lame MP3 Compression V1,0,0.0545,0.14785236117487535
1051,Lame MP3 Compression V2,1,0.07075,0.1245342244904496
1051,Lame MP3 Compression V3,2,0.1215,0.1158219536413235
1051,Lame MP3 Compression V4,3,0.28125,0.09967862824441337
1051,Lame MP3 Compression V5,4,0.5625,0.07149186961488774
1051,Lame MP3 Compression V6,5,0.7125,0.05867970660146699
1051,Lame MP3 Compression V7,6,0.7125,0.054771996882373664
1051,Lame MP3 Compression V8,7,0.704,0.05291423324542766
1051,Lame MP3 Compression V9,8,0.82975,0.04025688386841909
1052,Lame MP3 Compression V1,0,0.034,0.1465144720750102
1052,Lame MP3 Compression V2,1,0.03625,0.12401141459437423
1052,Lame MP3 Compression V3,2,0.0675,0.10884631064003261
1052,Lame MP3 Compression V4,3,0.207,0.0930697105584998
1052,Lame MP3 Compression V5,4,0.49575,0.07435792906644925
1052,Lame MP3 Compression V6,5,0.67475,0.06237260497350183
1052,Lame MP3 Compression V7,6,0.63075,0.05448430493273543
1052,Lame MP3 Compression V8,7,0.584,0.05124337545862209
1052,Lame MP3 Compression V9,8,0.7635,0.039884834896045655
1053,Lame MP3 Compression V1,0,0.0455,0.1422134910636117
1053,Lame MP3 Compression V2,1,0.0855,0.11940808438854605
1053,Lame MP3 Compression V3,2,0.08775,0.1063398176421601
1053,Lame MP3 Compression V4,3,0.23675,0.09109350643804318
1053,Lame MP3 Compression V5,4,0.54825,0.07085050500736692
1053,Lame MP3 Compression V6,5,0.76325,0.05996028271871196
1053,Lame MP3 Compression V7,6,0.62275,0.055732314065469454
1053,Lame MP3 Compression V8,7,0.588,0.0550917127543721
1053,Lame MP3 Compression V9,8,0,0.04206081441780018
1054,Lame MP3 Compression V1,0,0.04325,0.14118852896585596
1054,Lame MP3 Compression V2,1,0.07475,0.11684567914415665
1054,Lame MP3 Compression V3,2,0.11025,0.10147124767782024
1054,Lame MP3 Compression V4,3,0.17925,0.08724989857145908
1054,Lame MP3 Compression V5,4,0.496,0.07085050500736692
1054,Lame MP3 Compression V6,5,0.76775,0.05662915590100574
1054,Lame MP3 Compression V7,6,0.641,0.05284960816553138
1054,Lame MP3 Compression V8,7,0.637,0.048813819905618075
1054,Lame MP3 Compression V9,8,0,0.037064124191240846
1055,Lame MP3 Compression V1,0,0.03225,0.14260089686098654
1055,Lame MP3 Compression V2,1,0.05925,0.11740725642070933
1055,Lame MP3 Compression V3,2,0.09425,0.09612719119445577
1055,Lame MP3 Compression V4,3,0.171,0.07839380350591113
1055,Lame MP3 Compression V5,4,0.338,0.06335099877700774
1055,Lame MP3 Compression V6,5,0.46275,0.04855279249898084
1055,Lame MP3 Compression V7,6,0,0.04769669792091317
1055,Lame MP3 Compression V8,7,0,0.038157358336730535
1055,Lame MP3 Compression V9,8,0,0.02822564207093355
1056,Lame MP3 Compression V1,0,0.0585,0.14357929066449246
1056,Lame MP3 Compression V2,1,0.102,0.12181002853648594
1056,Lame MP3 Compression V3,2,0.193,0.11031390134529148
1056,Lame MP3 Compression V4,3,0.37375,0.09563799429270281
1056,Lame MP3 Compression V5,4,0.54325,0.07741540970240522
1056,Lame MP3 Compression V6,5,0.68775,0.06555238483489605
1056,Lame MP3 Compression V7,6,0.61825,0.06108846310640033
1056,Lame MP3 Compression V8,7,0.5895,0.057480635955972276
1056,Lame MP3 Compression V9,8,0.812,0.04452710966163881
1057,Lame MP3 Compression V1,0,0.03625,0.14964446627234096
1057,Lame MP3 Compression V2,1,0.09775,0.12812026221947
1057,Lame MP3 Compression V3,2,0.08575,0.11402703337532831
1057,Lame MP3 Compression V4,3,0.21825,0.0960901966646025
1057,Lame MP3 Compression V5,4,0.455,0.07623155602058465
1057,Lame MP3 Compression V6,5,0.61075,0.06085712455424826
1057,Lame MP3 Compression V7,6,0.57275,0.05515577288548184
1057,Lame MP3 Compression V8,7,0.55725,0.05278554803442164
1057,Lame MP3 Compression V9,8,0.76575,0.03775810894492964
1058,Lame MP3 Compression V1,0,0.05575,0.14272597211248958
1058,Lame MP3 Compression V2,1,0.08775,0.12273921120625227
1058,Lame MP3 Compression V3,2,0.07975,0.10864598236211057
1058,Lame MP3 Compression V4,3,0.1985,0.09160598748692106
1058,Lame MP3 Compression V5,4,0.42775,0.07328478998953684
1058,Lame MP3 Compression V6,5,0.705,0.05996028271871196
1058,Lame MP3 Compression V7,6,0.58425,0.05438705131216502
1058,Lame MP3 Compression V8,7,0.58225,0.05035126305225171
1058,Lame MP3 Compression V9,8,0,0.038452093698618434
1059,Lame MP3 Compression V1,0,0.0545,0.14246973158805065
1059,Lame MP3 Compression V2,1,0.085,0.11915184386410711
1059,Lame MP3 Compression V3,2,0.11475,0.10557109606884328
1059,Lame MP3 Compression V4,3,0.19675,0.09083726591360423
1059,Lame MP3 Compression V5,4,0.488,0.07225982789178109
1059,Lame MP3 Compression V6,5,0.77975,0.05970404219427303
1059,Lame MP3 Compression V7,6,0.59125,0.05630885524545707
1059,Lame MP3 Compression V8,7,0.56675,0.053682389869957936
1059,Lame MP3 Compression V9,8,0.7315,0.0409504388118981
1060,Lame MP3 Compression V1,0,0.0235,0.14504688136975133
1060,Lame MP3 Compression V2,1,0.10325,0.12401141459437423
1060,Lame MP3 Compression V3,2,0.17025,0.11153689359967386
1060,Lame MP3 Compression V4,3,0.3505,0.09600489196901753
1060,Lame MP3 Compression V5,4,0.53825,0.07876070118222585
1060,Lame MP3 Compression V6,5,0.67,0.06812066856909907
1060,Lame MP3 Compression V7,6,0.60075,0.06237260497350183
1060,Lame MP3 Compression V8,7,0.61775,0.05968202201386058
1060,Lame MP3 Compression V9,8,0.79825,0.04637688544639217
1061,Lame MP3 Compression V1,0,0.05325,0.14426341525912323
1061,Lame MP3 Compression V2,1,0.124,0.12197048963293546
1061,Lame MP3 Compression V3,2,0.19125,0.11172086865537785
1061,Lame MP3 Compression V4,3,0.38975,0.09621831692682198
1061,Lame MP3 Compression V5,4,0.52775,0.07828148021609617
1061,Lame MP3 Compression V6,5,0.79775,0.06559757425636864
1061,Lame MP3 Compression V7,6,0.67975,0.06245862783199163
1061,Lame MP3 Compression V8,7,0.668,0.05983216245649249
1061,Lame MP3 Compression V9,8,0.88175,0.04567487348124106
1062,Lame MP3 Compression V1,0,0.04,0.14118852896585596
1062,Lame MP3 Compression V2,1,0.116,0.12017680596186286
1062,Lame MP3 Compression V3,2,0.18275,0.11043966603318314
1062,Lame MP3 Compression V4,3,0.3755,0.0960901966646025
1062,Lame MP3 Compression V5,4,0.57275,0.07648779654502359
1062,Lame MP3 Compression V6,5,0.8475,0.06354765006085712
1062,Lame MP3 Compression V7,6,0.706,0.059575921932053556
1062,Lame MP3 Compression V8,7,0.692,0.058166599047639385
1062,Lame MP3 Compression V9,8,0.8925,0.044142768678866566
1063,Lame MP3 Compression V1,0,0.012,0.14631333945463476
1063,Lame MP3 Compression V2,1,0.08175,0.12888898379278682
1063,Lame MP3 Compression V3,2,0.1555,0.11940808438854605
1063,Lame MP3 Compression V4,3,0.297,0.10736477973991587
1063,Lame MP3 Compression V5,4,0.4835,0.09160598748692106
1063,Lame MP3 Compression V6,5,0.6895,0.07956268283829088
1063,Lame MP3 Compression V7,6,0.69575,0.07187546710512267
1063,Lame MP3 Compression V8,7,0.88475,0.06393201084751554
1063,Lame MP3 Compression V9,8,0.93975,0.0523371271166535
1064,Lame MP3 Compression V1,0,0.02525,0.1386873216469629
1064,Lame MP3 Compression V2,1,0.052,0.11545046881369751
1064,Lame MP3 Compression V3,2,0.08625,0.09832857725234406
1064,Lame MP3 Compression V4,3,0.1595,0.08108438646555238
1064,Lame MP3 Compression V5,4,0.3645,0.0638401956787607
1064,Lame MP3 Compression V6,5,0.5175,0.04879739094985732
1064,Lame MP3 Compression V7,6,0,0.04769669792091317
1064,Lame MP3 Compression V8,7,0.63025,0.039013452914798206
1064,Lame MP3 Compression V9,8,0,0.02809315124337546
1065,Lame MP3 Compression V1,0,0.09575,0.15015694732121884
1065,Lame MP3 Compression V2,1,0.0905,0.1299139458905426
1065,Lame MP3 Compression V3,2,0.1345,0.11915184386410711
1065,Lame MP3 Compression V4,3,0.291,0.10582733659328222
1065,Lame MP3 Compression V5,4,0.5465,0.08379065149153339
1065,Lame MP3 Compression V6,5,0.86325,0.06546945399414918
1065,Lame MP3 Compression V7,6,0.77675,0.06245862783199163
1065,Lame MP3 Compression V8,7,0.69575,0.05970404219427303
1065,Lame MP3 Compression V9,8,0.9275,0.040395251008947065
1066,Lame MP3 Compression V1,0,0.03625,0.14724826742763963
1066,Lame MP3 Compression V2,1,0.05225,0.13037097431716266
1066,Lame MP3 Compression V3,2,0.09025,0.12278842233999185
1066,Lame MP3 Compression V4,3,0.233,0.11031390134529148
1066,Lame MP3 Compression V5,4,0.43325,0.096249490419894
1066,Lame MP3 Compression V6,5,0.68175,0.08353037097431716
1066,Lame MP3 Compression V7,6,0.8095,0.07246229107215654
1066,Lame MP3 Compression V8,7,0.96775,0.05796983285772524
1066,Lame MP3 Compression V9,8,0.97225,0.051019160211985326
1067,Lame MP3 Compression V1,0,0.0445,0.14675907052588666
1067,Lame MP3 Compression V2,1,0.10775,0.12645739910313902
1067,Lame MP3 Compression V3,2,0.202,0.11642886261720342
1067,Lame MP3 Compression V4,3,0.35175,0.10370974317162658
1067,Lame MP3 Compression V5,4,0.50675,0.08683245006114962
1067,Lame MP3 Compression V6,5,0.71725,0.07374643293925805
1067,Lame MP3 Compression V7,6,0.69675,0.06530778638401957
1067,Lame MP3 Compression V8,7,0.70975,0.06518548715858133
1067,Lame MP3 Compression V9,8,0.84825,0.04929677945373013
1068,Lame MP3 Compression V1,0,0.0495,0.14847125968202202
1068,Lame MP3 Compression V2,1,0.088,0.13012637586628617
1068,Lame MP3 Compression V3,2,0.12675,0.1200978393803506
1068,Lame MP3 Compression V4,3,0.29725,0.1068895230330208
1068,Lame MP3 Compression V5,4,0.48125,0.09147982062780269
1068,Lame MP3 Compression V6,5,0.6845,0.0776600081532817
1068,Lame MP3 Compression V7,6,0.64375,0.0726457399103139
1068,Lame MP3 Compression V8,7,0.79625,0.06836526701997554
1068,Lame MP3 Compression V9,8,0.92875,0.05353648593558907
1069,Lame MP3 Compression V1,0,0.05325,0.145288377356879
1069,Lame MP3 Compression V2,1,0.09025,0.12299545173069121
1069,Lame MP3 Compression V3,2,0.1135,0.11043966603318314
